fdc_id,description,brand_owner,brand_name,gtin_upc,ingredients,food_category,serving_size,serving_size_unit,published_date,market_country,data_source,search_term
2507658,"CLIF BAR, CLIF KIT'S ORGANIC, FRUIT + NUT BAR, CASHEW, CLIF BAR, CLIF KIT'S ORGANIC, FRUIT + NUT BAR, CASHEW",Clif Bar and Company,CLIF BAR,722252014214,"ORGANIC DATES, ORGANIC CASHEWS, ORGANIC ALMONDS, SEA SALT","Snack, Energy & Granola Bars",46.0,MG,2023-03-16,United States,LI,clif bar
2586176,"CLIF BAR, CLIF KIT'S ORGANIC, FRUIT + NUT BAR, PEANUT BUTTER, CLIF BAR, CLIF KIT'S ORGANIC, FRUIT + NUT BAR, PEANUT BUTTER",Clif Bar and Company,CLIF BAR,722252014191,"ORGANIC DATES, ORGANIC PEANUTS, ORGANIC ALMONDS, SEA SALT","Snack, Energy & Granola Bars",50.0,GRM,2023-06-29,United States,LI,clif bar
2586177,"CLIF BAR, CLIF KIT'S ORGANIC, FRUIT + NUT BAR, CHOCOLATE ALMOND COCONUT, CLIF BAR, CLIF KIT'S ORGANIC, FRUIT + NUT BAR, CHOCOLATE ALMOND COCONUT",Clif Bar and Company,CLIF BAR,722252014221,"ORGANIC DATES, ORGANIC ALMONDS, ORGANIC UNSWEETENED CHOCOLATE, ORGANIC COCONUT, ORGANIC VIRGIN COCONUT OIL, SEA SALT. ","Snack, Energy & Granola Bars",48.0,GRM,2023-06-29,United States,LI,clif bar
2586187,"CLIF BAR, CLIF KIT'S ORGANIC, FRUIT + SEED BAR, CHERRY + PUMPKIN SEEDS, CLIF BAR, CLIF KIT'S ORGANIC, FRUIT + SEED BAR, CHERRY + PUMPKIN SEEDS",Clif Bar and Company,CLIF BAR,722252143228,"ORGANIC DATES, ORGANIC PUMPKIN SEEDS, ORGANIC CHERRIES, ORGANIC APPLES, SEA SALT, ORGANIC ROSEMARY EXTRACT","Snack, Energy & Granola Bars",49.0,GRM,2023-06-29,United States,LI,clif bar
2507678,"CLIF BAR, CLIF MOJO, SWEET & SALTY TRAIL MIX BAR, MOUNTAIN MIX, CLIF BAR, CLIF MOJO, SWEET & SALTY TRAIL MIX BAR, MOUNTAIN MIX",Clif Bar and Company,CLIF BAR,722252105615,"ORGANIC BROWN RICE SYRUP, SOY RICE CRISPS(SOY PROTEIN ISOLATE, ORGANIC RICE FLOUR, CALCIUM CARBONATE), ORGANIC PEANUTS, ORGANIC RAISINS, ALMONDS, ORGANIC CHOCOLATE CHIPS(ORGANIC DRIED CANE SYRUP, ORGANIC UNSWEETENED CHOCOLATE, ORGANIC COCOA BUTTER, SOY LECITHIN, NATURAL FLAVORS), ORGANIC PRETZELS(ORGANIC WHEAT FLOUR, SALT, ORGANIC CANOLA OIL, ORGANIC MALT), ORGANIC PEANUT BUTTER, ORGANIC ROASTED SOYBEANS, PUMPKIN SEEDS, SUNFLOWER SEEDS, ORGANIC OAT SYRUP SOLIDS, VEGETABLE GLYCERIN, ORGANIC SUNFLOWER OIL, SEA SALT, ORGANIC GUM ARABIC, NATURAL VITAMIN E(ANTI-OXIDANT). ","Snack, Energy & Granola Bars",45.0,MG,2023-03-16,United States,LI,clif bar
1935729,FROSTED FLAKES,"Wegmans Food Markets, Inc. ",WEGMANS,077890383445,"MILLED CORN, SUGAR, CONTAINS 2% OR LESS OF: SALT, MALT EXTRACT, CORN SYRUP, WHEAT STARCH. VITAMINS & MINERALS: THIAMIN MONONITRATE (VITAMIN B1), RIBOFLAVIN (VITAMIN B2), NIACIN (NIACINAMIDE), PYRIDOXINE HYDROCHLORIDE (VITAMIN B6), FOLIC ACID, VITAMIN B12, VITAMIN A PALMITATE, SODIUM ASCORBATE (VITAMIN C), VITAMIN D, REDUCED IRON.",Cereal,31.0,g,2021-07-29,United States,LI,frosted flakes
2009627,FROSTED FLAKES,Gilster Marylee  C/o Ko-Pak Inc.,CLOVER VALLEY,076924569015,"DEGERMED YELLOW CORN MEAL, SUGAR, SALT, MALT EXTRACT, VITAMIN C (SODIUM ASCORBATE, ASCORBIC ACID), IRON (FERROUS FUMARATE), VITAMIN A (PALMITATE), NIACINAMIDE, VITAMIN B1 (THIAMINE MONONITRATE), VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN B2 (RIBOFLAVIN), VITAMIN D (CHOLECALCIFEROL), FOLIC ACID, VIAMIN B12 (CYANOCOBALAMIN), BHT ADDED TO PACKAGING TO HELP PRESERVE FRESHNESS.",Cereal,31.0,g,2021-10-28,United States,LI,frosted flakes
2500512,FROSTED FLAKES,"Post Consumer Brands, LLC",MOM BRANDS,042400215868,"MILLED CORN, SUGAR, CONTAINS 2% OR LESS OF: SALT, MALT EXTRACT, CORN SYRUP, WHEAT STARCH. VITAMINS & MINERALS: VITAMIN B1 (THIAMIN MONONITRATE), VITAMIN B2 (RIBOFLAVIN), NIACIN (NIACINAMIDE), VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), FOLIC ACID, VITAMIN B12, VITAMIN A PALMITATE, VITAMIN C (SODIUM ASCORBATE), VITAMIN D, REDUCED IRON.",Cereal,56.0,IU,2023-03-16,United States,LI,frosted flakes
2621922,FROSTED FLAKES,"Post Consumer Brands, LLC",MOM BRANDS,042400910787,"MILLED CORN, SUGAR, CONTAINS 2% OR LESS OF: SALT, MALT EXTRACT, CORN SYRUP, WHEAT STARCH. VITAMINS & MINERALS: VITAMIN B1 (THIAMIN MONONITRATE), VITAMIN B2 (RIBOFLAVIN), NIACIN (NIACINAMIDE), VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), FOLIC ACID, VITAMIN B12, VITAMIN A PALMITATE, VITAMIN C (SODIUM ASCORBATE), VITAMIN D, REDUCED IRON.",Cereal,31.0,GRM,2023-08-31,United States,LI,frosted flakes
2015663,FROSTED FLAKES,"Whole Foods Market, Inc.",365 EVERYDAY VALUE,099482438999,"ORGANIC MILLED CORN, ORGANIC CANE SUGAR, SEA SALT.",Cereal,40.0,g,2021-10-28,United States,LI,frosted flakes
2595408,"QUAKER OAT FLOUR, 20 OZ",The Quaker Oats Company,QUAKER,0030000575918,WHOLE GRAIN OAT FLOUR,Flours & Corn Meal,30.0,GRM,2023-07-13,United States,LI,quaker oats
2595409,"QUAKER OAT FLOUR, 64 OZ",The Quaker Oats Company,QUAKER,0030000575932,WHOLE GRAIN OAT FLOUR,Flours & Corn Meal,30.0,GRM,2023-07-13,United States,LI,quaker oats
2723877,Quaker Oats Old Fashioned 42 Oz,PepsiCo Inc. Brand Owner,Quaker,00030000010402,Whole Grain Rolled Oats.,Grains/Flour,40.0,GRM,2025-03-20,United States,GDSN,quaker oats
2741705,Quaker Old Fashioned Oats 42 Oz,PepsiCo Inc. Brand Owner,Quaker,00030000432938,WHOLE GRAIN ROLLED OATS.,Grains/Flour,40.0,GRM,2025-08-21,US,GDSN,quaker oats
2703223,Quaker Kettle Hearty Oats 47 Oz,PepsiCo Inc. Brand Owner,Quaker,00030000432693,Whole Grain Rolled Oats.,Processed Cereal Products,40.0,GRM,2024-08-15,United States,GDSN,quaker oats
2016665,"ACADEMIA BARILLA, FARFALLE BARILLA PASTA",Barilla G & R F.Lli S.P.A.,ACADEMIA BARILLA,076808004274,"SEMOLINA (WHEAT), DURUM WHEAT FLOUR, NIACIN, IRON (FERROUS LACTATE), THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID.",Pasta by Shape & Type,56.0,g,2021-10-28,United States,LI,barilla pasta
2019806,"BARILLA, PASTA, ROTINI",Barilla G & R F.Lli S.P.A.,BARILLA,076808534122,WHOLE GRAIN DURUM WHEAT FLOUR.,Pasta by Shape & Type,56.0,g,2021-10-28,United States,LI,barilla pasta
2634359,"BARILLA, ORGANIC, PENNE PASTA",Barilla G & R F.Lli S.P.A.,BARILLA,076808006568,"ORGANIC SEMOLINA (WHEAT), ORGANIC DURUM WHEAT FLOUR. VITAMINS/MINERALS: VITAMIN B3 (NIACIN), IRON (FERROUS SULFATE), VITAMIN B1 (THIAMINE MONONITRATE), VITAMIN B2 (RIBOFLAVIN), FOLIC ACID.",Pasta by Shape & Type,56.0,GRM,2023-09-14,United States,LI,barilla pasta
2634360,"BARILLA, ORGANIC, SPAGHETTI PASTA",Barilla G & R F.Lli S.P.A.,BARILLA,076808006575,"ORGANIC SEMOLINA (WHEAT), ORGANIC DURUM WHEAT FLOUR. VITAMINS/MINERALS: VITAMIN B3 (NIACIN), IRON (FERROUS SULFATE), VITAMIN B1 (THIAMINE MONONITRATE), VITAMIN B2 (RIBOFLAVIN), FOLIC ACID.",Pasta by Shape & Type,56.0,GRM,2023-09-14,United States,LI,barilla pasta
2019807,"BARILLA, WHOLE WHEAT PASTA",Barilla G & R F.Lli S.P.A.,BARILLA,076808000283,WHOLE GRAIN DURUM WHEAT FLOUR.,Pasta by Shape & Type,56.0,g,2021-10-28,United States,LI,barilla pasta
1455998,CAMPBELL'S SOUP DISCONTINUED,CAMPBELL SOUP COMPANY,CAMPBELL'S,00051000128959,"INGREDIENTS: CHICKEN STOCK, ENRICHED PASTA (WHEAT FLOUR, EGG WHITES, NIACIN, FERROUS SULFATE, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), CHICKEN MEAT, CONTAINS LESS THAN 2% OF: CARROT PUREE, CHICKEN FAT, SALT, WATER, CORNSTARCH, FLAVORING, YEAST EXTRACT, MODIFIED FOOD STARCH, CHICKEN BROTH*, CANE SUGAR, ONIONS*, SOY PROTEIN ISOLATE, SODIUM PHOSPHATE, CHICKEN*, ONION EXTRACT, GARLIC EXTRACT. *DEHYDRATED",Prepared Soups,120.0,ml,2021-03-19,United States,GDSN,campbell soup
756994,CAMPBELL'S SOUP LENTIL,CAMPBELL SOUP COMPANY,,00051000219275,"INGREDIENTS: VEGETABLE STOCK* (WATER, CARROTS*, ONIONS*, CELERY*), WATER, GREEN LENTILS*, TOMATO PUREE* (WATER, TOMATO PASTE*), CARROTS*, RED PEPPERS*, CELERY*, KALE*, DICED TOMATOES* IN TOMATO JUICE*, CONTAINS LESS THAN 2% OF: DEHYDRATED ONIONS*, POTATO STARCH*, GARLIC*, SUGAR*, SEA SALT, TAPIOCA STARCH*, LEMON JUICE CONCENTRATE*, SPICE*, MOLASSES*, YEAST EXTRACT*, PAPRIKA*, DEHYDRATED CARROT*, POTATO FLOUR*, DEHYDRATED GARLIC*, LACTIC ACID, CELERY SEED OIL FLAVOR, ONION EXTRACT*, CELERY SEED*, BLACK PEPPER OIL*, CANOLA OIL*.        *CERTIFIED ORGANIC.",Prepared Soups,240.0,ml,2020-02-27,United States,GDSN,campbell soup
757014,CAMPBELL'S SOUP STEAK,CAMPBELL SOUP COMPANY,,00051000141996,"INGREDIENTS: WATER, SALISBURY STEAK (BEEF, WATER, DEHYDRATED ONION, FLAVORING, SALT, CARAMEL COLOR), CARROTS, POTATOES, MUSHROOMS, TOMATO PUREE (WATER, TOMATO PASTE), CELERY, MODIFIED CORN STARCH, CONTAINS LESS THAN 2% OF: GREEN PEPPERS, WHEAT FLOUR, DEHYDRATED ONIONS, SUGAR, SALT, MONOSODIUM GLUTAMATE, BEEF BROTH, BEEF STOCK, YEAST EXTRACT, BEEF, DEHYDRATED GARLIC, FLAVORING, SPICE, BEEF FAT, CARAMEL COLOR, LACTIC ACID.",Prepared Soups,240.0,ml,2020-02-27,United States,GDSN,campbell soup
772068,CAMPBELL'S SOUP TOMATO,CAMPBELL SOUP COMPANY,,00051000245236,"INGREDIENTS: TOMATOES, WHEAT FLOUR, SUGAR, CONTAINS LESS THAN 2% OF: ONIONS, COCONUT OIL, SALT, BUTTER (CREAM [MILK], SALT), CITRIC ACID, CELERY EXTRACT, ALLSPICE EXTRACT, BLACK PEPPER EXTRACT, CAPSICUM EXTRACT, CLOVE OIL, PIMENTO LEAF OIL, PARSLEY OIL, THYME OIL, LAUREL LEAF OIL, GARLIC OIL.",Prepared Soups,245.0,g,2020-02-27,United States,GDSN,campbell soup
1461470,CAMPBELL'S SOUP TOMATO,CAMPBELL SOUP COMPANY,CAMPBELL'S,00051000268099,"INGREDIENTS: TOMATO PUREE (WATER, TOMATO PASTE), HIGH FRUCTOSE CORN SYRUP, WHEAT FLOUR, WATER, CONTAINS LESS THAN 2% OF: SALT, POTASSIUM CHLORIDE, FLAVORING, CITRIC ACID, LOWER SODIUM NATURAL SEA SALT, ASCORBIC ACID (VITAMIN C), MONOPOTASSIUM PHOSPHATE, CELERY EXTRACT, GARLIC OIL.",Prepared Soups,120.0,ml,2021-03-19,United States,GDSN,campbell soup
2656854,DIET PEPSI DRINK MIX,Numerex Corp,SODASTREAM,0811572027667,"WATER, CARAMEL COLOR, SODIUM CITRATE, PHOSPHORIC ACID, SUCRALOSE, NATURAL FLAVOR, ACESULFAME POTASSIUM, CAFFEINE, CITRIC ACID, SODIUM BENZOATE (PRESERVES FRESHNESS)",Soda,360.0,MLT,2023-10-26,United States,LI,pepsi
2547556,"MARSHMALLOW FLAVORED PEPSI, MARSHMALLOW",Pepsi-Cola North America Inc.,PEEPS,012000222412,"CARBONATED WATER, HIGH FRUCTOSE CORN SYRUP, NATURAL FLAVOR, CARAMEL COLOR, PHOSPHORIC ACID, CAFFEINE, CITRIC ACID.",Soda,222.0,MLT,2023-05-25,United States,LI,pepsi
2657904,"PEPSI SODA, 500 ML",Pepsi-Cola North America Inc.,PEPSI,0012000813603,"CARBONATED WATER, HIGH FRUCTOSE CORN SYRUP, CARAMEL COLOR, SUGAR, PHOSPHORIC ACID, CAFFEINE, CITRIC ACID, NATURAL FLAVOR",Soda,500.0,MLT,2023-10-26,United States,LI,pepsi
2560246,"A SPLASH OF MANGO FLAVOR PEPSI, MANGO",Pepsi-Cola North America Inc.,PEPSI,0012000206085,"CARBONATED WATER, HIGH FRUCTOSE CORN SYRUP, CLARIFIED MANGO JUICE CONCENTRATE, CARAMEL COLOR, SODIUM POLYPHOSPHATES (TO PROTECT FLAVOR), PHOSPHORIC ACID, NATURAL FLAVOR, POTASSIUM SORBATE (PRESERVES FRESHNESS), CAFFEINE, GUM ARABIC, CITRIC ACID, CALCIUM DISODIUM EDTA (TO PROTECT FLAVOR)",Soda,500.0,MLT,2023-06-29,United States,LI,pepsi
2653655,"PEPSI SODA, 12 FL OZ",Pepsi-Cola North America Inc.,PEPSI,0012000910074,"CARBONATED WATER, HIGH FRUCTOSE CORN SYRUP, CARAMEL COLOR, SUGAR, PHOSPHORIC ACID, CAFFEINE, CITRIC ACID, NATURAL FLAVOR",Soda,355.0,MLT,2023-10-26,United States,LI,pepsi
2667092,"M&M'S MINIS, M&M'S",Brownie Brittle LLC,BROWNIE BRITTLE,711747012897,"BLONDIE BRITTLE MIX (PATENT FLOUR [BLEACHED WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, POTASSIUM BROMATE, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID]), SUGAR, PALM SHORTENING, BROWN BUTTER, WHEY POWDER (MILK), NATURAL VANILLA FLAVOR, MOLASSES, WHOLE EGG POWDER, BAKING SODA), M&M'S MINIS MILK CHOCOLATE BAKING BITS (MILK CHOCOLATE [SUGAR, CHOCOLATE, SKIM MILK, COCOA BUTTER, LACTOSE, MILKFAT, SOY LECITHIN, SALT, NATURAL FLAVORS]), CORNSTARCH, CORN SYRUP, DEXTRIN, COLORS (INCLUDES BLUE 1 LAKE, RED 40, YELLOW 6, YELLOW 5, BLUE 1, RED 40 LAKE, YELLOW 6 LAKE, YELLOW 5 LAKE, BLUE 2 LAKE, BLUE 2), CARNAUBA WAX, GUM ACACIA.",Candy,28.0,GRM,2023-11-16,United States,LI,m&m
2418796,"MINI M&M COOKIES M&M BAKING BITS, MINI M&M",Jerry's Enterprises Inc.,CUB,029341001620,"BLEACHED WHEAT FLOUR., CANOLA & PALM OIL, MILK CHOCOLATE(SUGAR,CHOCOLATE,SKIM MILK,COCOA BUTTER, LACTOSE, MILKFAT,SOY LECITHIN,SALT,ARTIFICIAL AND NATURAL FLAVORS), SUGAR,LESS THAN 2% - COLORING(INCLUDES BLUE 1 LAKE,RED 40, YELLOW 6,YELLOW 5,BLUE 1, RED 40 LAKE,YELLOW 6 LAKE,YELLOW 5 LAKE,BLUE 2 LAKE,BLUE 2),CORN SYRUP, DEXTRIN,CORNSTARCH,CARNAUBA WAX., BROWN SUGAR (SUGAR, MOLASSES), GRANULATED SUGAR, WHOLE EGGS, SALT, SODIUM BICARBONATE., DEXTROSE,CORN STARCH,LESS THAN 0.1% TURMERIC, LESS THAN 0.1% APO CAROTENAL,ALCOHOL, NATURAL MIXED TOCOPHEROLS, A NATURAL SOURCE OF VITAMIN E USED TO PROTECT FRESHNESS.",Cookies & Biscuits,35.720001220703125,g,2022-12-22,United States,LI,m&m
1898075,M&M'S MINIS,"Wegmans Food Markets, Inc. ",WEGMANS,077890364062,"MILK CHOCOLATE (SUGAR, CHOCOLATE, COCOA BUTTER, LACTOSE, MILK FAT, SOY LECITHIN, SALT, ARTIFICIAL FLAVOR), SUGAR, LESS THAN 2% - COLORS (FD&C BLUE #1 LAKE, RED #40, YELLOW #6, YELLOW #5, BLUE #1, YELLOW #5 LAKE, RED #40 LAKE, YELLOW #6 LAKE, BLUE #2 LAKE, BLUE #2), DEXTRIN, CORN SYRUP, CORNSTARCH.",Candy,14.0,g,2021-07-29,United States,LI,m&m
2591952,"SUGAR COOKIES MADE WITH M&M'S, SUGAR MADE WITH M&M'S",Target Stores,FAVORITE DAY,085239968710,"BLEACHED WHEAT FLOUR, SUGAR, ENRICHED WHEAT FLOUR (WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), M&M'S MILK CHOCOLATE CANDIES GHOUL BLEND (MILK CHOCOLATE [SUGAR, CHOCOLATE, SKIM MILK, COCOA BUTTER, LACTOSE, MILKFAT, SOY LECITHIN, SALT, NATURAL FLAVOR], SUGAR, CORNSTARCH, LESS THAN 1% OF - CORN SYRUP, DEXTRIN, COLORS [INCLUDES YELLOW 6, YELLOW 5, BLUE 1, YELLOW 6 LAKE, YELLOW 5 LAKE, BLUE 1 LAKE, RED 40, RED 40 LAKE, BLUE 2 LAKE, BLUE 2], CARNAUBA WAX, GUM ACACIA), SHORTENING (PALM OIL), MARGARINE (PALM OIL, WATER, CONTAINS 2% OR LESS OF SALT, VEGETABLE MONO- AND DIGLYCERIDES, NATURAL FLAVOR, CITRIC ACID [PRESERVATIVE], BETA CAROTENE [COLOR], VITAMIN A PALMITATE), BUTTER (CREAM, NATURAL FLAVORING), FRUCTOSE, WATER, INVERT SUGAR, CONTAINS LESS THAN 2% OF BAKING SODA, CORN STARCH, EGGS, NATURAL FLAVORS (MILK), SALT, SOY LECITHIN.",Cookies & Biscuits,32.0,GRM,2023-06-29,United States,LI,m&m
2659226,"SUGAR COOKIES MADE WITH M&M'S, SUGAR MADE WITH M&M'S",Target Stores,FAVORITE DAY,085239970119,"WHEAT FLOUR, SUGAR, M&M'S MILK CHOCOLATE CANDIES, (MILK CHOCOLATE [SUGAR, CHOCOLATE, SKIM MILK, COCOA BUTTER, LACTOSE, MILKFAT, SOY LECITHIN [AN EMULSIFIER], SALT, ARTIFICIAL FLAVOR AND NATURAL FLAVORS], SUGAR, CORNSTARCH, LESS THAN 1% CORN SYRUP DEXTRIN, COLORING [INCLUDES BLUE 1 LAKE, YELLOW 6, RED 40, YELLOW 5 BLUE 1, YELLOW 6 LAKE, RED 40 LAKE, YELLOW 5 LAKE, BLUE 2 LAKE, BLUE 2], CARNAUBA WAX, GUM ACACIA), MARGARINE (VEGETABLE OIL [CANOLA COTTONSEED AND/OR SOYBEAN OIL], PALM OIL, WATER, SALT, MONO- AND DIGLYCERIDES [MONO-AND DIGLYCERIDES, TOCOPHEROLS, ASCORBIC ACID CITRIC ACID (ANTIOXIDANTS)], SOY LECITHIN [AN EMULSIFIER], NATURAL FLAVOR, ANNATTO EXTRACT [COLOR], TURMERIC OLEORESIN [COLOR] VITAMIN A PALMITATE), EGGS, INVERT SYRUP, FRUCTOSE, NATURAL VANILLA FLAVOR, WATER, BAKING POWDER (SODIUM ACID PYROPHOSPHATE, BAKING SODA, CORN STARCH, MONOCALCIUM PHOSPHATE), BAKING SODA, SALT.",Cookies & Biscuits,35.0,GRM,2023-10-26,United States,LI,m&m
1644418,HERSHEY'S MINIATURES,The Hershey Company,HERSHEY'S,034000213917,"SUGAR; CHOCOLATE; COCOA BUTTER; PEANUTS; NONFAT MILK; MILK; MILK FAT; CRISP RICE (RICE FLOUR; SUGAR; MALT EXTRACT; SALT; MONOGLYCERIDES; TOCOPHEROLS, TO MAINTAIN FRESHNESS); CONTAINS 2% OR LESS OF: COCOA PROCESSED WITH ALKALI; LACTOSE (MILK); SOY LECITHIN; PGPR, EMULSIFIER; SALT; ARTIFICIAL FLAVOR.",Chocolate,43.0,g,2021-03-19,United States,LI,hershey
1643397,"HERSHEY'S, COOKIES'N'CREAM",The Hershey Company,HERSHEY'S,034000070589,"SUGAR; VEGETABLE OIL (COCOA BUTTER, PALM, SHEA, SUNFLOWER AND/OR SAFFLOWER OIL); NONFAT MILK; CORN SYRUP SOLIDS; ENRICHED WHEAT FLOUR (FLOUR, NIACIN, FERROUS SULFATE, THIAMIN MONONITRATE, RIBOFLAVIN, AND FOLIC ACID); MILK FAT; PARTIALLY HYDROGENATED VEGETABLE OIL (SOYBEAN AND/OR COTTONSEED OIL); CONTAINS 2% OR LESS OF: COCOA PROCESSED WITH ALKALI; WHEY (MILK); CHOCOLATE; SOY LECITHIN; HIGH FRUCTOSE CORN SYRUP; SODIUM BICARBONATE; SALT; NATURAL AND ARTIFICIAL FLAVOR; TOCOPHEROLS, TO MAINTAIN FRESHNESS; PGPR, EMULSIFIER; CARAMEL COLOR.",Chocolate,38.0,g,2021-03-19,United States,LI,hershey
2618736,"HERSHEY'S, MINIATURES",The Hershey Company,HERSHEY'S,034000213948,"SUGAR; CHOCOLATE; COCOA BUTTER; PEANUTS; NONFAT MILK; MILK; MILK FAT; CRISP RICE (RICE FLOUR; SUGAR; MALT EXTRACT; SALT; MONOGLYCERIDES; TOCOPHEROLS, TO MAINTAIN FRESHNESS); CONTAINS 2% OR LESS OF: COCOA PROCESSED WITH ALKALI; LACTOSE (MILK); SOY LECITHIN; PGPR, EMULSIFIER; SALT; ARTIFICIAL FLAVOR.",Chocolate,43.0,GRM,2023-08-31,United States,LI,hershey
1646599,"HERSHEY'S, MINIATURES",The Hershey Company,HERSHEY'S,034000213030,SUGAR; CHOCOLATE; COCOA BUTTER; PEANUTS; MILK; NONFAT MILK; MILK FAT; RICE FLOUR; CONTAINS 2% OR LESS OF: COCOA PROCESSED WITH ALKALI; LECITHIN (SOY); PGPR (EMULSIFIER); LACTOSE (MILK); SALT; MALT EXTRACT; MONOGLYCERIDES; NATURAL AND ARTIFICIAL FLAVORS.,Chocolate,43.0,g,2021-03-19,United States,LI,hershey
1643415,"HERSHEY'S, MINIATURES",The Hershey Company,HERSHEY'S,034000213788,"SUGAR; COCOA BUTTER; CHOCOLATE; PEANUTS; MILK; NONFAT MILK; RICE FLOUR; MILK FAT; CONTAINS 2% OR LESS OF: LECITHIN (SOY); PGPR, EMULSIFIER; SALT; MALT EXTRACT; MONOGLYCERIDES; NATURAL AND ARTIFICIAL FLAVORS.",Candy,43.0,g,2021-03-19,United States,LI,hershey
1762335,"GOYA, BLACK BEANS","Goya Foods, Inc. ",GOYA,041331023658,"BLACK BEANS, WATER, POTASSIUM CHLORIDE AND SALT.",Canned & Bottled Beans,122.0,g,2021-06-17,United States,LI,goya beans
1859094,"GOYA, BUTTER BEANS","Goya Foods, Inc. ",GOYA,041331124430,"BEANS, WATER, SALT, CALCIUM CHLORIDE ADDED AS A FIRMING AGENT AND CALCIUM DISODIUM EDTA ADDED TO PROMOTE COLOR RETENTION.",Canned & Bottled Beans,125.0,g,2021-07-29,United States,LI,goya beans
2020605,"GOYA, PINK BEANS","Goya Foods, Inc. ",GOYA,041331024112,"PINK BEANS, WATER, SALT AND CALCIUM DISODIUM EDTA ADDED TO PROMOTE COLOR RETENTION.",Canned & Bottled Beans,124.0,g,2021-10-28,United States,LI,goya beans
1855483,"GOYA, CREAM OF BEANS WITH COCONUT","Goya Foods, Inc. ",GOYA,041331021692,"WATER, RED BEANS, REFINED SUGAR, SWEET POTATOES, COCONUT MILK, NON FAT POWDERED MILK, CINNAMON, SALT CLOVES.",Canned & Bottled Beans,246.0,g,2021-07-29,United States,LI,goya beans
1855485,"GOYA, CUT GREEN BEANS","Goya Foods, Inc. ",GOYA,041331125390,"CUT GREEN BEANS, WATER AND SALT.",Canned Vegetables,121.0,g,2021-07-29,United States,LI,goya beans
2670628,"GIANT GREEN CERIGNOLA OLIVES, GIANT GREEN",The Great Spice Company,FICACCI,817543022273,GREEN OLIVES AND SALT PRODUCED IN A FACILITY THAT PROCESSES MILK AND TREE NUTS.,"Pickles, Olives, Peppers & Relishes",15.0,GRM,2023-11-16,United States,LI,green giant
1874229,"GIANT, GREEN TEA","Ahold USA, Inc. ",GIANT,688267079207,GREEN TEA.,Tea Bags,2.200000047683716,g,2021-07-29,United States,LI,green giant
1858484,"GIANT, KALE GREEN","Ahold USA, Inc. ",GIANT,688267053092,KALE GREENS.,Pre-Packaged Fruit & Vegetables,85.0,g,2021-07-29,United States,LI,green giant
1633560,GREEN GIANT ROSEMARY STEAMERS,"General Mills, Inc.",GREEN GIANT,020000481821,"SUGAR SNAP PEAS, CORN, CARROTS, COOKED BARLEY (WATER, BARLEY), WATER, COOKED BLACK BEANS (WATER, BLACK BEANS), RED BELL PEPPERS, BUTTER, MODIFIED CORN STARCH, SALT, MALTODEXTRIN, GUM ARABIC, ROSEMARY, SHERRY WINE, NATURAL FLAVOR, WHEY POWDER.",Frozen Prepared Sides,226.0,g,2021-03-19,United States,LI,green giant
1630057,"GREEN GIANT, FIRE ROASTED","General Mills, Inc.",GREEN GIANT,020000470375,"ROASTED ZUCCHINI, ROASTED CARROTS, ROASTED ONIONS.",Frozen Vegetables,85.0,g,2021-03-19,United States,LI,green giant
1592690,"KRAFT, MACARONI & CHEESE DINNER",Kraft Heinz Foods Company,KRAFT,021000037377,"PASTA (ENRICHED WHEAT FLOUR [WHEAT FLOUR, NIACIN, FERROUS SULFATE (IRON), THIAMIN MONONITRATE (VITAMIN B1), RIBOFLAVIN (VITAMIN B2), FOLIC ACID], WHOLE WHEAT FLOUR, GLYCEROL MONOSTEARATE); CHEESE SAUCE MIX (WHEY, MALTODEXTRIN, CORN SYRUP SOLIDS, PALM OIL, MODIFIED FOOD STARCH, MILKFAT, SALT, MILK PROTEIN CONCENTRATE, CONTAINS LESS THAN 2% OF MEDIUM CHAIN TRIGLYCERIDES, SODIUM TRIPOLYPHOSPHATE, CITRIC ACID, SODIUM PHOSPHATE, NATURAL FLAVOR, LACTIC ACID, CALCIUM PHOSPHATE, GUAR GUM, MONOSODIUM GLUTAMATE, YELLOW 5, YELLOW 6, ARTIFICIAL FLAVOR, CHEESE CULTURE, ENZYMES); MODIFIED FOOD STARCH, MALTODEXTRIN, POTASSIUM CHLORIDE, ACETYLATED MONOGLYCERIDES, SALT, MEDIUM CHAIN TRIGLYCERIDES, APOCAROTENAL (COLOR).",Pasta Dinners,55.0,g,2021-03-19,United States,LI,kraft cheese
2675215,"KRAFT, SHARP CHEDDAR CHEESE",Kraft Heinz Foods Company,KRAFT,02181505,"PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES, ANNATTO (COLOR).",Cheese,56.0,GRM,2023-11-16,United States,LI,kraft cheese
