product_id,name,brand,category,ingredients,dietary_tags,allergens,is_organic,completeness,usda_category,usda_ingredients,match_score,source,enriched
1460082,CHIPS AHOY! COOKIES 1X1.55 OZ,Mondelez USA,Biscuits/Cookies,"INGREDIENTS: UNBLEACHED ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE {VITAMIN B1}, RIBOFLAVIN {VITAMIN B2}, FOLIC ACID), SEMISWEET CHOCOLATE CHIPS (SUGAR, CHOCOLATE, COCOA BUTTER, DEXTROSE, MILK, SOY LECITHIN), SUGAR, CANOLA OIL, PALM OIL, HIGH FRUCTOSE CORN SYRUP, LEAVENI",,,,1.0,Biscuits/Cookies,"INGREDIENTS: UNBLEACHED ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE {VITAMIN B1}, RIBOFLAVIN {VITAMIN B2}, FOLIC ACID), SEMISWEET CHOCOLATE CHIPS (SUGAR, CHOCOLATE, COCOA BUTTER, DEXTROSE, MILK, SOY LECITHIN), SUGAR, CANOLA OIL, PALM OIL, HIGH FRUCTOSE CORN SYRUP, LEAVENI",0.0,usda,False
1999231,"COCA-COLA FLAVORED MINTS, COCA-COLA","Ferrero U.S.A., Incorporated",Chewing Gum & Mints,"SUGAR* , DEXTROSE , RICE STARCH, COCA-COLA DRINK (WATER , SUGAR, CARAMEL COLOR , PHOSPHORIC ACID , NATURAL FLAVORS) , MALTODEXTRIN , NATURAL AND ARTIFICIAL FLAVORS , GUM ARABIC , CITRIC ACID , TARTARIC ACID , MAGNESIUM STEARATE, SHELLAC AND CARNAUBA WAX AS GLAZING AGENTS, RED 40.",,,,1.0,Chewing Gum & Mints,"SUGAR* , DEXTROSE , RICE STARCH, COCA-COLA DRINK (WATER , SUGAR, CARAMEL COLOR , PHOSPHORIC ACID , NATURAL FLAVORS) , MALTODEXTRIN , NATURAL AND ARTIFICIAL FLAVORS , GUM ARABIC , CITRIC ACID , TARTARIC ACID , MAGNESIUM STEARATE, SHELLAC AND CARNAUBA WAX AS GLAZING AGENTS, RED 40.",0.0,usda,False
2641505,"COCA-COLA SODA, 12 FL OZ, 4 COUNT",Coca-Cola USA Operations,Soda,"CARBONATED WATER, CANE SUGAR, CARAMEL COLOR, PHOSPHORIC ACID, NATURAL FLAVORS, CAFFEINE",,,,1.0,Soda,"CARBONATED WATER, CANE SUGAR, CARAMEL COLOR, PHOSPHORIC ACID, NATURAL FLAVORS, CAFFEINE",0.0,usda,False
2493697,"PEPSI, COLA, WILD CHERRY, WILD CHERRY",Pepsi-Cola North America Inc.,Soda,"CARBONATED WATER, SUGAR, CARAMEL COLOR, NATURAL FLAVOR, PHOSPHORIC ACID, CAFFEINE, CITRIC ACID.",,,,1.0,Soda,"CARBONATED WATER, SUGAR, CARAMEL COLOR, NATURAL FLAVOR, PHOSPHORIC ACID, CAFFEINE, CITRIC ACID.",0.0,usda,False
1460452,Pepsi Cola 12 Fluid Ounce Aluminum Can,Pepsico Inc.,Non Alcoholic Beverages  Ready to Drink,"CARBONATED WATER, HIGH FRUCTOSE CORN SYRUP, CARAMEL COLOR, SUGAR, PHOSPHORIC ACID, CAFFEINE, CITRIC ACID, NATURAL FLAVOR.",,,,1.0,Non Alcoholic Beverages  Ready to Drink,"CARBONATED WATER, HIGH FRUCTOSE CORN SYRUP, CARAMEL COLOR, SUGAR, PHOSPHORIC ACID, CAFFEINE, CITRIC ACID, NATURAL FLAVOR.",0.0,usda,False
2193268,"COOKIES FILLED WITH NUTELLA HAZELNUT SPREAD BISCUITS, COOKIES FILLED WITH NUTELLA HAZELNUT SPREAD","Ferrero U.S.A., Incorporated",Cookies & Biscuits,"HAZELNUT SPREAD WITH COCOA (SUGAR, PALM OIL, HAZELNUTS, SKIM MILK, COCOA, LECITHIN AS EMULSIFIER, VANILLIN AN ARTIFICIAL FLAVOR), WHEAT FLOUR, VEGETABLE FATS (PALM, PALM KERNEL), CANE SUGAR, LACTOSE, WHEAT BRAN, MILK POWDER, BARLEYCORN MALT EXTRACT, HONEY, DISODIUM DIPHOSPHATE, SODIUM BICARBONATE AN",,,,1.0,Cookies & Biscuits,"HAZELNUT SPREAD WITH COCOA (SUGAR, PALM OIL, HAZELNUTS, SKIM MILK, COCOA, LECITHIN AS EMULSIFIER, VANILLIN AN ARTIFICIAL FLAVOR), WHEAT FLOUR, VEGETABLE FATS (PALM, PALM KERNEL), CANE SUGAR, LACTOSE, WHEAT BRAN, MILK POWDER, BARLEYCORN MALT EXTRACT, HONEY, DISODIUM DIPHOSPHATE, SODIUM BICARBONATE AN",0.0,usda,False
2654458,"CRISPY WAFER FILLED WITH NUTELLA HAZELNUT SPREAD WITH COCOA, HAZELNUT SPREAD WITH COCOA","Ferrero U.S.A., Incorporated",Cookies & Biscuits,"HAZELNUT SPREAD WITH COCOA (SUGAR, PALM OIL, HAZELNUTS, SKIM MILK, COCOA, LECITHIN AS EMULSIFIER, VANILLIN: AN ARTIFICIAL FLAVOR), WHEAT FLOUR, BAKER'S YEAST, BARLEY MALT EXTRACT, SALT, SKIM MILK LECITHIN AS EMULSIFIER, WHEAT PROTEINS. WHEY PROTEINS.",,,,1.0,Cookies & Biscuits,"HAZELNUT SPREAD WITH COCOA (SUGAR, PALM OIL, HAZELNUTS, SKIM MILK, COCOA, LECITHIN AS EMULSIFIER, VANILLIN: AN ARTIFICIAL FLAVOR), WHEAT FLOUR, BAKER'S YEAST, BARLEY MALT EXTRACT, SALT, SKIM MILK LECITHIN AS EMULSIFIER, WHEAT PROTEINS. WHEY PROTEINS.",0.0,usda,False
2654459,"CRISPY WAFER FILLED WITH NUTELLA HAZELNUT SPREAD WITH COCOA, HAZELNUT SPREAD WITH COCOA","Ferrero U.S.A., Incorporated",Cookies & Biscuits,"HAZELNUT SPREAD WITH COCOA (SUGAR, PALM OIL, HAZELNUTS, SKIM MILK, COCOA, LECITHIN AS EMULSIFIER, VANILLIN: AN ARTIFICIAL FLAVOR), WHEAT FLOUR, BAKER'S YEAST, BARLEY MALT EXTRACT, SALT, SKIM MILK, LECITHIN AS EMULSIFIER, WHEAT PROTEINS, WHEY PROTEINS.",,,,1.0,Cookies & Biscuits,"HAZELNUT SPREAD WITH COCOA (SUGAR, PALM OIL, HAZELNUTS, SKIM MILK, COCOA, LECITHIN AS EMULSIFIER, VANILLIN: AN ARTIFICIAL FLAVOR), WHEAT FLOUR, BAKER'S YEAST, BARLEY MALT EXTRACT, SALT, SKIM MILK, LECITHIN AS EMULSIFIER, WHEAT PROTEINS, WHEY PROTEINS.",0.0,usda,False
1759570,"SKIPPY, PEANUT BUTTER",Hormel Foods Corporation ,Nut & Seed Butters,"ROASTED PEANUTS, SUGAR, HYDROGENATED VEGETABLE OIL (COTTONSEED, SOYBEAN AND RAPESEED OIL) TO PREVENT SEPARATION, SALT.",,,,1.0,Nut & Seed Butters,"ROASTED PEANUTS, SUGAR, HYDROGENATED VEGETABLE OIL (COTTONSEED, SOYBEAN AND RAPESEED OIL) TO PREVENT SEPARATION, SALT.",0.0,usda,False
1849948,"SKIPPY, CREAMY SPREAD, PEANUT BUTTER, PEANUT BUTTER",Unilever Bestfoods North America,Nut & Seed Butters,"ROASTED PEANUTS, SUGAR, PALM OIL, SALT",,,,1.0,Nut & Seed Butters,"ROASTED PEANUTS, SUGAR, PALM OIL, SALT",0.0,usda,False
2008989,"SKIPPY, PEANUT BUTTER SPREAD WITH HONEY",Unilever Bestfoods North America,Nut & Seed Butters,"PEANUT BUTTER, SPREAD (ROASTED PEANUTS, PALM OIL, PEANUT OIL, SALT), SUGAR, HONEY.",,,,1.0,Nut & Seed Butters,"PEANUT BUTTER, SPREAD (ROASTED PEANUTS, PALM OIL, PEANUT OIL, SALT), SUGAR, HONEY.",0.0,usda,False
1624854,"HEINZ, TOMATO KETCHUP",Kraft Heinz Foods Company,"Ketchup, Mustard, BBQ & Cheese Sauce","TOMATO CONCENTRATE FROM RED RIPE TOMATOES, DISTILLED VINEGAR, HIGH FRUCTOSE CORN SYRUP, CORN SYRUP, SALT, SPICE, ONION POWDER, NATURAL FLAVORING.",,,,1.0,"Ketchup, Mustard, BBQ & Cheese Sauce","TOMATO CONCENTRATE FROM RED RIPE TOMATOES, DISTILLED VINEGAR, HIGH FRUCTOSE CORN SYRUP, CORN SYRUP, SALT, SPICE, ONION POWDER, NATURAL FLAVORING.",0.0,usda,False
1850762,"POTATO CHIPS, HEINZ KETCHUP",Herr Foods Inc.,"Chips, Pretzels & Snacks","CHOICE POTATOES COOKED IN VEGETABLE OIL (CONTAINS ONE OF THE FOLLOWING: CORN, COTTONSEED, SOYBEAN), WITH SALT ADDED. NO PRESERVATIVES ADDED. SEASONING: SUGAR, TOMATO POWDER, FRUCTOSE, MONOSODIUM GLUTAMATE, SALT, ONION, MALIC ACID, SODIUM ACETATE, FD&C RED NO. 40 LAKE, CARAMEL COLOR, GUM ARABIC, EXTR",,,,1.0,"Chips, Pretzels & Snacks","CHOICE POTATOES COOKED IN VEGETABLE OIL (CONTAINS ONE OF THE FOLLOWING: CORN, COTTONSEED, SOYBEAN), WITH SALT ADDED. NO PRESERVATIVES ADDED. SEASONING: SUGAR, TOMATO POWDER, FRUCTOSE, MONOSODIUM GLUTAMATE, SALT, ONION, MALIC ACID, SODIUM ACETATE, FD&C RED NO. 40 LAKE, CARAMEL COLOR, GUM ARABIC, EXTR",0.0,usda,False
2088784,"HEINZ, TOMATO KETCHUP, HOT & SPICY","Original Chili Co., Inc.","Ketchup, Mustard, BBQ & Cheese Sauce","HEINZ TOMATO KETCHUP (TOMATO CONCENTRATE FROM RED RIPE TOMATOES, DISTILLED VINEGAR, HIGH FRUCTOSE CORN SYRUP, CORN SYRUP, SALT, SPICE, ONION POWDER, NATURAL FLAVORING), TABASCO BRAND PEPPER SAUCE (DISTILLED VINEGAR, RED PEPPER, SALT), NATURAL FLAVORING.",,,,1.0,"Ketchup, Mustard, BBQ & Cheese Sauce","HEINZ TOMATO KETCHUP (TOMATO CONCENTRATE FROM RED RIPE TOMATOES, DISTILLED VINEGAR, HIGH FRUCTOSE CORN SYRUP, CORN SYRUP, SALT, SPICE, ONION POWDER, NATURAL FLAVORING), TABASCO BRAND PEPPER SAUCE (DISTILLED VINEGAR, RED PEPPER, SALT), NATURAL FLAVORING.",0.0,usda,False
1592690,"KRAFT, MACARONI & CHEESE DINNER",Kraft Heinz Foods Company,Pasta Dinners,"PASTA (ENRICHED WHEAT FLOUR [WHEAT FLOUR, NIACIN, FERROUS SULFATE (IRON), THIAMIN MONONITRATE (VITAMIN B1), RIBOFLAVIN (VITAMIN B2), FOLIC ACID], WHOLE WHEAT FLOUR, GLYCEROL MONOSTEARATE); CHEESE SAUCE MIX (WHEY, MALTODEXTRIN, CORN SYRUP SOLIDS, PALM OIL, MODIFIED FOOD STARCH, MILKFAT, SALT, MILK PR",,,,1.0,Pasta Dinners,"PASTA (ENRICHED WHEAT FLOUR [WHEAT FLOUR, NIACIN, FERROUS SULFATE (IRON), THIAMIN MONONITRATE (VITAMIN B1), RIBOFLAVIN (VITAMIN B2), FOLIC ACID], WHOLE WHEAT FLOUR, GLYCEROL MONOSTEARATE); CHEESE SAUCE MIX (WHEY, MALTODEXTRIN, CORN SYRUP SOLIDS, PALM OIL, MODIFIED FOOD STARCH, MILKFAT, SALT, MILK PR",0.0,usda,False
2675215,"KRAFT, SHARP CHEDDAR CHEESE",Kraft Heinz Foods Company,Cheese,"PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES, ANNATTO (COLOR).",,,,1.0,Cheese,"PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES, ANNATTO (COLOR).",0.0,usda,False
1662005,"KRAFT, SHAVED PARMESAN CHEESE",Kraft Heinz Foods Company,Cheese,"PARMESAN CHEESE (PASTEURIZED PART-SKIM MILK, CHEESE CULTURE, SALT, ENZYMES), POWDERED CELLULOSE TO PREVENT CAKING, POTASSIUM SORBATE AS A PRESERVATIVE",,,,1.0,Cheese,"PARMESAN CHEESE (PASTEURIZED PART-SKIM MILK, CHEESE CULTURE, SALT, ENZYMES), POWDERED CELLULOSE TO PREVENT CAKING, POTASSIUM SORBATE AS A PRESERVATIVE",0.0,usda,False
1912642,"HERSHEY'S, MILK CHOCOLATE",Ross Acquisition Inc.,Chocolate,SUGAR; CHOCOLATE; COCOA BUTTER; PEANUTS; NONFAT MILK; MILK; MILK FAT; CRISP RICE (RICE FLOUR; SUGAR; MALT EXTRACT; SALT; MONOGLYCERIDES; TOCOPHEROLS; TO MAINTAIN FRESHNESS); CONTAINS 2% OR LESS OF: COCOA PROCESSED WITH ALKALI; LACTOSE (MILK); SOY LECITHIN; PGPR; EMULSIFIER; SALT; ARTIFICIAL FLAVOR,,,,1.0,Chocolate,SUGAR; CHOCOLATE; COCOA BUTTER; PEANUTS; NONFAT MILK; MILK; MILK FAT; CRISP RICE (RICE FLOUR; SUGAR; MALT EXTRACT; SALT; MONOGLYCERIDES; TOCOPHEROLS; TO MAINTAIN FRESHNESS); CONTAINS 2% OR LESS OF: COCOA PROCESSED WITH ALKALI; LACTOSE (MILK); SOY LECITHIN; PGPR; EMULSIFIER; SALT; ARTIFICIAL FLAVOR,0.0,usda,False
2667092,"M&M'S MINIS, M&M'S",Brownie Brittle LLC,Candy,"BLONDIE BRITTLE MIX (PATENT FLOUR [BLEACHED WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, POTASSIUM BROMATE, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID]), SUGAR, PALM SHORTENING, BROWN BUTTER, WHEY POWDER (MILK), NATURAL VANILLA FLAVOR, MOLASSES, WHOLE EGG POWDER, BAKING SODA), M&M'S MINI",,,,1.0,Candy,"BLONDIE BRITTLE MIX (PATENT FLOUR [BLEACHED WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, POTASSIUM BROMATE, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID]), SUGAR, PALM SHORTENING, BROWN BUTTER, WHEY POWDER (MILK), NATURAL VANILLA FLAVOR, MOLASSES, WHOLE EGG POWDER, BAKING SODA), M&M'S MINI",0.0,usda,False
2418796,"MINI M&M COOKIES M&M BAKING BITS, MINI M&M",Jerry's Enterprises Inc.,Cookies & Biscuits,"BLEACHED WHEAT FLOUR., CANOLA & PALM OIL, MILK CHOCOLATE(SUGAR,CHOCOLATE,SKIM MILK,COCOA BUTTER, LACTOSE, MILKFAT,SOY LECITHIN,SALT,ARTIFICIAL AND NATURAL FLAVORS), SUGAR,LESS THAN 2% - COLORING(INCLUDES BLUE 1 LAKE,RED 40, YELLOW 6,YELLOW 5,BLUE 1, RED 40 LAKE,YELLOW 6 LAKE,YELLOW 5 LAKE,BLUE 2 LAK",,,,1.0,Cookies & Biscuits,"BLEACHED WHEAT FLOUR., CANOLA & PALM OIL, MILK CHOCOLATE(SUGAR,CHOCOLATE,SKIM MILK,COCOA BUTTER, LACTOSE, MILKFAT,SOY LECITHIN,SALT,ARTIFICIAL AND NATURAL FLAVORS), SUGAR,LESS THAN 2% - COLORING(INCLUDES BLUE 1 LAKE,RED 40, YELLOW 6,YELLOW 5,BLUE 1, RED 40 LAKE,YELLOW 6 LAKE,YELLOW 5 LAKE,BLUE 2 LAK",0.0,usda,False
1898075,M&M'S MINIS,"Wegmans Food Markets, Inc. ",Candy,"MILK CHOCOLATE (SUGAR, CHOCOLATE, COCOA BUTTER, LACTOSE, MILK FAT, SOY LECITHIN, SALT, ARTIFICIAL FLAVOR), SUGAR, LESS THAN 2% - COLORS (FD&C BLUE #1 LAKE, RED #40, YELLOW #6, YELLOW #5, BLUE #1, YELLOW #5 LAKE, RED #40 LAKE, YELLOW #6 LAKE, BLUE #2 LAKE, BLUE #2), DEXTRIN, CORN SYRUP, CORNSTARCH.",,,,1.0,Candy,"MILK CHOCOLATE (SUGAR, CHOCOLATE, COCOA BUTTER, LACTOSE, MILK FAT, SOY LECITHIN, SALT, ARTIFICIAL FLAVOR), SUGAR, LESS THAN 2% - COLORS (FD&C BLUE #1 LAKE, RED #40, YELLOW #6, YELLOW #5, BLUE #1, YELLOW #5 LAKE, RED #40 LAKE, YELLOW #6 LAKE, BLUE #2 LAKE, BLUE #2), DEXTRIN, CORN SYRUP, CORNSTARCH.",0.0,usda,False
1455998,CAMPBELL'S SOUP DISCONTINUED,CAMPBELL SOUP COMPANY,Prepared Soups,"INGREDIENTS: CHICKEN STOCK, ENRICHED PASTA (WHEAT FLOUR, EGG WHITES, NIACIN, FERROUS SULFATE, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), CHICKEN MEAT, CONTAINS LESS THAN 2% OF: CARROT PUREE, CHICKEN FAT, SALT, WATER, CORNSTARCH, FLAVORING, YEAST EXTRACT, MODIFIED FOOD STARCH, CHICKEN BROTH*, CAN",,,,1.0,Prepared Soups,"INGREDIENTS: CHICKEN STOCK, ENRICHED PASTA (WHEAT FLOUR, EGG WHITES, NIACIN, FERROUS SULFATE, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), CHICKEN MEAT, CONTAINS LESS THAN 2% OF: CARROT PUREE, CHICKEN FAT, SALT, WATER, CORNSTARCH, FLAVORING, YEAST EXTRACT, MODIFIED FOOD STARCH, CHICKEN BROTH*, CAN",0.0,usda,False
756994,CAMPBELL'S SOUP LENTIL,CAMPBELL SOUP COMPANY,Prepared Soups,"INGREDIENTS: VEGETABLE STOCK* (WATER, CARROTS*, ONIONS*, CELERY*), WATER, GREEN LENTILS*, TOMATO PUREE* (WATER, TOMATO PASTE*), CARROTS*, RED PEPPERS*, CELERY*, KALE*, DICED TOMATOES* IN TOMATO JUICE*, CONTAINS LESS THAN 2% OF: DEHYDRATED ONIONS*, POTATO STARCH*, GARLIC*, SUGAR*, SEA SALT, TAPIOCA S",,,,1.0,Prepared Soups,"INGREDIENTS: VEGETABLE STOCK* (WATER, CARROTS*, ONIONS*, CELERY*), WATER, GREEN LENTILS*, TOMATO PUREE* (WATER, TOMATO PASTE*), CARROTS*, RED PEPPERS*, CELERY*, KALE*, DICED TOMATOES* IN TOMATO JUICE*, CONTAINS LESS THAN 2% OF: DEHYDRATED ONIONS*, POTATO STARCH*, GARLIC*, SUGAR*, SEA SALT, TAPIOCA S",0.0,usda,False
757014,CAMPBELL'S SOUP STEAK,CAMPBELL SOUP COMPANY,Prepared Soups,"INGREDIENTS: WATER, SALISBURY STEAK (BEEF, WATER, DEHYDRATED ONION, FLAVORING, SALT, CARAMEL COLOR), CARROTS, POTATOES, MUSHROOMS, TOMATO PUREE (WATER, TOMATO PASTE), CELERY, MODIFIED CORN STARCH, CONTAINS LESS THAN 2% OF: GREEN PEPPERS, WHEAT FLOUR, DEHYDRATED ONIONS, SUGAR, SALT, MONOSODIUM GLUTAM",,,,1.0,Prepared Soups,"INGREDIENTS: WATER, SALISBURY STEAK (BEEF, WATER, DEHYDRATED ONION, FLAVORING, SALT, CARAMEL COLOR), CARROTS, POTATOES, MUSHROOMS, TOMATO PUREE (WATER, TOMATO PASTE), CELERY, MODIFIED CORN STARCH, CONTAINS LESS THAN 2% OF: GREEN PEPPERS, WHEAT FLOUR, DEHYDRATED ONIONS, SUGAR, SALT, MONOSODIUM GLUTAM",0.0,usda,False
2699981,"Prego Classic Pasta Sauce, 18.5 Oz Can",CAMPBELL SOUP COMPANY,Sauces/Spreads/Dips/Condiments,"INGREDIENTS: TOMATO PUREE (WATER, TOMATO PASTE), WATER, SUGAR, CONTAINS LESS THAN 2% OF: WHEAT FLOUR, MODIFIED FOOD STARCH, SALT, VEGETABLE OIL (CORN, CANOLA, AND/OR SOYBEAN), SPICES, CITRIC ACID, ONION EXTRACT, GARLIC EXTRACT.CONTAINS: WHEAT",,,,1.0,Sauces/Spreads/Dips/Condiments,"INGREDIENTS: TOMATO PUREE (WATER, TOMATO PASTE), WATER, SUGAR, CONTAINS LESS THAN 2% OF: WHEAT FLOUR, MODIFIED FOOD STARCH, SALT, VEGETABLE OIL (CORN, CANOLA, AND/OR SOYBEAN), SPICES, CITRIC ACID, ONION EXTRACT, GARLIC EXTRACT.CONTAINS: WHEAT",0.0,usda,False
2695835,"Prego Mushroom Pasta Sauce, 14 oz Jar",CAMPBELL SOUP COMPANY,Sauces/Spreads/Dips/Condiments,"INGREDIENTS: TOMATO PUREE (WATER, TOMATO PASTE), DICED TOMATOES IN TOMATO JUICE, MUSHROOMS, SUGAR, CONTAINS LESS THAN 1% OF: SALT, CANOLA OIL, SPICES, CITRIC ACID, ONION EXTRACT, GARLIC EXTRACT.",,,,1.0,Sauces/Spreads/Dips/Condiments,"INGREDIENTS: TOMATO PUREE (WATER, TOMATO PASTE), DICED TOMATOES IN TOMATO JUICE, MUSHROOMS, SUGAR, CONTAINS LESS THAN 1% OF: SALT, CANOLA OIL, SPICES, CITRIC ACID, ONION EXTRACT, GARLIC EXTRACT.",0.0,usda,False
2695834,"Prego Mushroom Pasta Sauce, 24 oz Jar",CAMPBELL SOUP COMPANY,Sauces/Spreads/Dips/Condiments,"INGREDIENTS: TOMATO PUREE (WATER, TOMATO PASTE), DICED TOMATOES IN TOMATO JUICE, MUSHROOMS, SUGAR, CONTAINS LESS THAN 1% OF: SALT, CANOLA OIL, SPICES, CITRIC ACID, ONION EXTRACT, GARLIC EXTRACT.",,,,1.0,Sauces/Spreads/Dips/Condiments,"INGREDIENTS: TOMATO PUREE (WATER, TOMATO PASTE), DICED TOMATOES IN TOMATO JUICE, MUSHROOMS, SUGAR, CONTAINS LESS THAN 1% OF: SALT, CANOLA OIL, SPICES, CITRIC ACID, ONION EXTRACT, GARLIC EXTRACT.",0.0,usda,False
2016665,"ACADEMIA BARILLA, FARFALLE BARILLA PASTA",Barilla G & R F.Lli S.P.A.,Pasta by Shape & Type,"SEMOLINA (WHEAT), DURUM WHEAT FLOUR, NIACIN, IRON (FERROUS LACTATE), THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID.",,,,1.0,Pasta by Shape & Type,"SEMOLINA (WHEAT), DURUM WHEAT FLOUR, NIACIN, IRON (FERROUS LACTATE), THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID.",0.0,usda,False
2019806,"BARILLA, PASTA, ROTINI",Barilla G & R F.Lli S.P.A.,Pasta by Shape & Type,WHOLE GRAIN DURUM WHEAT FLOUR.,,,,1.0,Pasta by Shape & Type,WHOLE GRAIN DURUM WHEAT FLOUR.,0.0,usda,False
2634359,"BARILLA, ORGANIC, PENNE PASTA",Barilla G & R F.Lli S.P.A.,Pasta by Shape & Type,"ORGANIC SEMOLINA (WHEAT), ORGANIC DURUM WHEAT FLOUR. VITAMINS/MINERALS: VITAMIN B3 (NIACIN), IRON (FERROUS SULFATE), VITAMIN B1 (THIAMINE MONONITRATE), VITAMIN B2 (RIBOFLAVIN), FOLIC ACID.",,,,1.0,Pasta by Shape & Type,"ORGANIC SEMOLINA (WHEAT), ORGANIC DURUM WHEAT FLOUR. VITAMINS/MINERALS: VITAMIN B3 (NIACIN), IRON (FERROUS SULFATE), VITAMIN B1 (THIAMINE MONONITRATE), VITAMIN B2 (RIBOFLAVIN), FOLIC ACID.",0.0,usda,False
2600632,"ASPARAGUS RAGU MAFALDA PASTA WITH ASPARAGUS IN A RICH RAGU SAUCE, ASPARAGUS RAGU",Conagra Frozen Foods,Frozen Dinners & Entrees,"SAUCE (WATER, CRUSHED TOMATOES IN PUREE [DICED TOMATOES, TOMATO PUREE, CITRIC ACID], RED WINE, ONIONS, SOYBEAN OIL, CORN STARCH, LESS THAN 2% OF: GARLIC, BUTTER [CREAM, SALT], CARROTS, BEEF FLAVOR [COOKED BEEF, YEAST EXTRACT, BEEF TALLOW, BEEF EXTRACT, FLAVORING, SALT, SUGAR, VEGETABLE JUICE CONCENT",,,,1.0,Frozen Dinners & Entrees,"SAUCE (WATER, CRUSHED TOMATOES IN PUREE [DICED TOMATOES, TOMATO PUREE, CITRIC ACID], RED WINE, ONIONS, SOYBEAN OIL, CORN STARCH, LESS THAN 2% OF: GARLIC, BUTTER [CREAM, SALT], CARROTS, BEEF FLAVOR [COOKED BEEF, YEAST EXTRACT, BEEF TALLOW, BEEF EXTRACT, FLAVORING, SALT, SUGAR, VEGETABLE JUICE CONCENT",0.0,usda,False
1896408,SAUSAGE RAGU PASTA SAUCE,TRZ Marketing,Prepared Pasta & Pizza Sauces,"ITALIAN TOMATOES IN PUREE, ONIONS, COOKED PORK, BUTTER, EXTRA VIRGIN OLIVE OIL, SALT, FRESH GARLIC, PARSLEY, BASIL, CRUSHED RED PEPPER, SPICES, GROUND WHITE PEPPER.",,,,1.0,Prepared Pasta & Pizza Sauces,"ITALIAN TOMATOES IN PUREE, ONIONS, COOKED PORK, BUTTER, EXTRA VIRGIN OLIVE OIL, SALT, FRESH GARLIC, PARSLEY, BASIL, CRUSHED RED PEPPER, SPICES, GROUND WHITE PEPPER.",0.0,usda,False
