code,original_name,original_brand,original_categories,original_ingredients,completeness,product_name,brands,quantity,categories,allergens,ingredients_text,nutrition_grades,labels,clean_name,clean_brand,primary_category,dietary_tags,allergens_extracted,is_organic,enrichment_status,enriched_by_llm,dq_score_pre,rule_transforms,llm_transforms,all_transforms,duplicate_group_id,canonical,duplicate_score,dq_score_post
28400040037,Fritos,Lays,Corn Chips,"Corn, Corn Oil, and Salt. FRITO-LAY, INC. PLANO, TX 75024-4099 ©2004 FRITO-LAY NORTH AMERICA, INC. GLUTEN FREE SnackPerks TM Get tips, recipes, and other perks from Frito Join SnackPerks at Frito LaySnackPerks.com",0.9,Fritos,Lays,28.3 g ( 1 OZ),Corn Chips,nan,"Corn, Corn Oil, and Salt. FRITO-LAY, INC. PLANO, TX 75024-4099 ©2004 FRITO-LAY NORTH AMERICA, INC. GLUTEN FREE SnackPerks TM Get tips, recipes, and other perks from Frito Join SnackPerks at Frito LaySnackPerks.com",c,"No gluten,Fritolay",Fritos,Frito-Lay,Snack,gluten-free,,false,success,True,80.0,"categories: extracted primary 'Corn Chips' from 'Snacks,Salty snacks,Appetizers,Chips and fries,Crisps,Corn c'",,"categories: extracted primary 'Corn Chips' from 'Snacks,Salty snacks,Appetizers,Chips and fries,Crisps,Corn c'",,,,80.0
28400091565,Lays Classic,Lays,Potato Crisps,"POTATOES, VEGETABLE OIL (CANOLA, CORN, SOYBEAN, AND/OR SUNFLOWER OIL), AND SALT.",0.6875,Lays Classic,Lays,nan,Potato Crisps,nan,"POTATOES, VEGETABLE OIL (CANOLA, CORN, SOYBEAN, AND/OR SUNFLOWER OIL), AND SALT.",d,nan,Lays Classic,Lays,Snack,,soy,false,success,True,70.0,"categories: extracted primary 'Potato Crisps' from 'Plant-based foods and beverages, Plant-based foods, Snacks, '",,"categories: extracted primary 'Potato Crisps' from 'Plant-based foods and beverages, Plant-based foods, Snacks, '",,,,80.0
28400761918,Sweet potato popables,Lays,En:Salty-Snacks-Made-From-Potato,"Potato starch, vegetable oil (corn, canola, and/or sunflower oil), dried sweet potatoes, brown rice flour, whole grain corn flour, cane sugar, sea salt, annatto extracts.",0.6875,Sweet potato popables,Lays,28 g,En:Salty-Snacks-Made-From-Potato,nan,"Potato starch, vegetable oil (corn, canola, and/or sunflower oil), dried sweet potatoes, brown rice flour, whole grain corn flour, cane sugar, sea salt, annatto extracts.",d,nan,Sweet Potato Popables,Lays,Snack,vegetarian,,false,success,True,90.0,"categories: extracted primary 'En:Salty-Snacks-Made-From-Potato' from 'en:chips-and-fries,en:crisps,en:salty-snacks-made-from-potat'",,"categories: extracted primary 'En:Salty-Snacks-Made-From-Potato' from 'en:chips-and-fries,en:crisps,en:salty-snacks-made-from-potat'",,,,90.0
28400679732,Baked Popped Mix,Lays,Baked Chips,"Popcorn, Vegetable Oil, Corn Oil, And/or Canola Oil, And/or Sunflower Oil, Natural Flavors, Whey, Maltodextrin Made From Corn, Buttermilk, Cheddar Cheese, Milk, Cheese Cultures, Salt, Enzymes, Salt",0.5625,Baked Popped Mix,Lays,nan,Baked Chips,nan,"Popcorn, Vegetable Oil, Corn Oil, And/or Canola Oil, And/or Sunflower Oil, Natural Flavors, Whey, Maltodextrin Made From Corn, Buttermilk, Cheddar Cheese, Milk, Cheese Cultures, Salt, Enzymes, Salt",unknown,Unknown,Baked Popped Mix,Lays,Snack,,milk,false,success,True,60.0,categories: 'baked chips' -> 'Baked Chips',,categories: 'baked chips' -> 'Baked Chips',,,,70.0
28400770088,Classic,Lays,En:Potato-Crisps,"Potatoes, vegetable oil (canola, corn, soybean, and/or sunflower oil), salt.",0.6875,Classic,Lays,70.8 g,En:Potato-Crisps,nan,"Potatoes, vegetable oil (canola, corn, soybean, and/or sunflower oil), salt.",d,"No preservatives, en:no-artificial-flavors",Classic,Lays,Snack,vegetarian,soy,false,success,True,90.0,categories: 'en:potato-crisps' -> 'En:Potato-Crisps',,categories: 'en:potato-crisps' -> 'En:Potato-Crisps',,,,100.0
9800895250,HAZELNUT SPREAD WITH COCOA,Nutella,Cocoa And Hazelnuts Spreads,"sugar, palm oil, hazelnuts, cocoa, skim milk, whey (milk), lecithin as emulsifier (soy), vanillin: an artificial flavor,",0.7875,HAZELNUT SPREAD WITH COCOA,Nutella,750 g,Cocoa And Hazelnuts Spreads,"en:milk,en:nuts,en:soybeans","sugar, palm oil, hazelnuts, cocoa, skim milk, whey (milk), lecithin as emulsifier (soy), vanillin: an artificial flavor,",e,Verified,HAZELNUT SPREAD WITH COCOA,Nutella,Cocoa And Hazelnuts Spreads,,"en:milk,en:nuts,en:soybeans",false,skipped_complete,False,100.0,"brands: 'nutella' -> 'Nutella'; categories: extracted primary 'Cocoa And Hazelnuts Spreads' from 'Plant-based foods and beverages, Plant-based foods, Breakfas'",,"brands: 'nutella' -> 'Nutella'; categories: extracted primary 'Cocoa And Hazelnuts Spreads' from 'Plant-based foods and beverages, Plant-based foods, Breakfas'",,,,100.0
9800892204,Hazelnut spread with cocoa,Nutella,En:Cocoa-And-Hazelnuts-Spreads,"SUGAR, PALM OIL, HAZELNUTS, SKIM MILK, COCOA, LECITHIN, VANILLIN.",0.8875,Hazelnut spread with cocoa,Nutella,1 kg,En:Cocoa-And-Hazelnuts-Spreads,"en:milk,en:nuts,en:soybeans","SUGAR, PALM OIL, HAZELNUTS, SKIM MILK, COCOA, LECITHIN, VANILLIN.",e,Fabriqué au Canada,Hazelnut spread with cocoa,Nutella,En:Cocoa-And-Hazelnuts-Spreads,,"en:milk,en:nuts,en:soybeans",false,skipped_complete,False,100.0,"categories: extracted primary 'En:Cocoa-And-Hazelnuts-Spreads' from 'Null, en:cocoa-and-hazelnuts-spreads'",,"categories: extracted primary 'En:Cocoa-And-Hazelnuts-Spreads' from 'Null, en:cocoa-and-hazelnuts-spreads'",,,,100.0
9800830039,Biscuits,Nutella,Biscuits,"HAZELNUT SPREAD WITH COCOA (SUGAR, PALM OIL, HAZELNUTS, SKIM MILK, COCOA, LECITHIN (AS EMULSIFIER), VANILLIN (AN ARTIFICIAL FLAVOR)), WHEAT FLOUR, VEGETABLE FATS (PALM, PALM KERNEL), CANE SUGAR, LACTOSE, WHEAT BRAN, MILK POWDER, HONEY, DISODIUM DIPHOSPHATE, SODIUM BICARBONATE (LEAVENING AGENT), AMMO",0.6875,Biscuits,Nutella,9.7 oz (276g),Biscuits,nan,"HAZELNUT SPREAD WITH COCOA (SUGAR, PALM OIL, HAZELNUTS, SKIM MILK, COCOA, LECITHIN (AS EMULSIFIER), VANILLIN (AN ARTIFICIAL FLAVOR)), WHEAT FLOUR, VEGETABLE FATS (PALM, PALM KERNEL), CANE SUGAR, LACTOSE, WHEAT BRAN, MILK POWDER, HONEY, DISODIUM DIPHOSPHATE, SODIUM BICARBONATE (LEAVENING AGENT), AMMONIUM BICARBONATE (LEAVENING AGENT), MALTED BARLEY FLOUR, COCOA, SALT, EXTRACT OF MALTED BARLEY AND CORN, WHEAT STARCH, LECITHIN (AS EMULSIFIER), VANILLIN: AN ARTIFICIAL FLAVOR.",e,en:made-in-italy,Nutella Biscuits,Nutella,Snack,,"milk, wheat, tree nuts",false,success,True,80.0,"product_name: 'biscuits' -> 'Biscuits'; brands: 'nutella' -> 'Nutella'; categories: extracted primary 'Biscuits' from 'Snacks, Sweet snacks, Biscuits and cakes, Biscuits'",,"product_name: 'biscuits' -> 'Biscuits'; brands: 'nutella' -> 'Nutella'; categories: extracted primary 'Biscuits' from 'Snacks, Sweet snacks, Biscuits and cakes, Biscuits'",,,,90.0
9800800056,Hazelnut Spread + Breadsticks,Nutella,Hazelnut Butters,"NUTELLA: SUGAR, PALM OIL, HAZELNUTS, COCOA, SKIM MILK, WHEY (MILK), LECITHIN AS EMULSIFIER (SOY), VANILLIN: AN ARTIFICIAL FLAVOR. BREADSTICKS: WHEAT FLOUR, PALM OIL, SALT, BAKER'S YEAST, MALT EXTRACT.",0.7875,Hazelnut Spread + Breadsticks,Nutella,52 g,Hazelnut Butters,"en:gluten,en:milk,en:nuts,en:soybeans","NUTELLA: SUGAR, PALM OIL, HAZELNUTS, COCOA, SKIM MILK, WHEY (MILK), LECITHIN AS EMULSIFIER (SOY), VANILLIN: AN ARTIFICIAL FLAVOR. BREADSTICKS: WHEAT FLOUR, PALM OIL, SALT, BAKER'S YEAST, MALT EXTRACT.",e,Made in Italy,Hazelnut Spread + Breadsticks,Nutella,Hazelnut Butters,,"en:gluten,en:milk,en:nuts,en:soybeans",false,skipped_complete,False,100.0,"brands: 'nutella' -> 'Nutella'; categories: extracted primary 'Hazelnut Butters' from 'Plant-based foods and beverages,Plant-based foods,Breakfasts'",,"brands: 'nutella' -> 'Nutella'; categories: extracted primary 'Hazelnut Butters' from 'Plant-based foods and beverages,Plant-based foods,Breakfasts'",,,,100.0
3168930010265,Cruesly Mélange De Noix,Quaker,Cereal Clusters With Nuts,"_avoine_ complète (32%), _blé_ complet (18%), sirop de glucose, huile de tournesol, sucre, _amandes_ grillées (4,2%), _noisettes_ (4%), oligofructose, _noix de Pécan_ (1,5%), farine de _blé_, farine de riz, _noix du Brésil_ (1%), miel, arômes naturels, antioxydant (tocophérol).",0.9,Cruesly Mélange De Noix,Quaker,450 g,Cereal Clusters With Nuts,"en:gluten,en:nuts","_avoine_ complète (32%), _blé_ complet (18%), sirop de glucose, huile de tournesol, sucre, _amandes_ grillées (4,2%), _noisettes_ (4%), oligofructose, _noix de Pécan_ (1,5%), farine de _blé_, farine de riz, _noix du Brésil_ (1%), miel, arômes naturels, antioxydant (tocophérol).",b,"No artificial flavors,No preservatives,Green Dot,No colorings,No palm oil,Nutriscore,Nutriscore Grade A,Triman",Cruesly Mélange De Noix,Quaker,Cereal Clusters With Nuts,,"en:gluten,en:nuts",false,skipped_complete,False,100.0,"product_name: 'cruesly mélange de noix' -> 'Cruesly Mélange De Noix'; categories: extracted primary 'Cereal Clusters With Nuts' from 'Plant-based foods and beverages,Plant-based foods,Breakfasts'",,"product_name: 'cruesly mélange de noix' -> 'Cruesly Mélange De Noix'; categories: extracted primary 'Cereal Clusters With Nuts' from 'Plant-based foods and beverages,Plant-based foods,Breakfasts'",,,,100.0
3229820160672,Croustillant Chocolat,Bjorg,Pépites De Céréales Au Chocolat,"Flocons d'avoine complète, Flocons de blé complet, Riz extrudé (farine de riz), Sucre de canne non raffiné, Chocolat noir (pâte de cacao, sucre de canne non raffiné, inuline), Farine de blé, Huile de tournesol, Miel, Stabilisant: gomme d'acacia, Mélasses, Flocons de noix de coco, Sel marin, Cannelle",0.9,Croustillant Chocolat,Bjorg,500 g,Pépites De Céréales Au Chocolat,en:gluten,"Flocons d'avoine complète, Flocons de blé complet, Riz extrudé (farine de riz), Sucre de canne non raffiné, Chocolat noir (pâte de cacao, sucre de canne non raffiné, inuline), Farine de blé, Huile de tournesol, Miel, Stabilisant: gomme d'acacia, Mélasses, Flocons de noix de coco, Sel marin, Cannelle, Antioxydant: extrait riche en tocopherols. 

Peut contenir du lait, des fruits à coque, des graines de sésame et du soja. 

*Ingrédients biologiques.",c,"Bio,Bio européen,Agriculture non UE,Agriculture UE,Agriculture UE/Non UE,FR-BIO-01,Sans huile de palme,Nutriscore,Nutriscore B,AB Agriculture Biologique,Triman,Entreprise-b,Planet",Croustillant Chocolat,Bjorg,Pépites De Céréales Au Chocolat,,en:gluten,false,skipped_complete,False,100.0,"categories: extracted primary 'Pépites De Céréales Au Chocolat' from 'Aliments et boissons à base de végétaux,Aliments d'origine v'",,"categories: extracted primary 'Pépites De Céréales Au Chocolat' from 'Aliments et boissons à base de végétaux,Aliments d'origine v'",,,,100.0
3229820019307,Flocons d'avoine,Bjorg,Rolled Oats,Flocons d'_avoine_ complète issue de l'agriculture biologique.,1.0,Flocons d'avoine,Bjorg,500 g,Rolled Oats,"en:gluten,fr:Avoine",Flocons d'_avoine_ complète issue de l'agriculture biologique.,a,"Organic,Certified by Ecocert,EU Organic,Source of fibre,Certified B Corporation,DE-ÖKO-001,EU Agriculture,High fibres,Made in Germany,AB Agriculture Biologique,Triman,fr:Riche en magnésium",Flocons d'avoine,Bjorg,Rolled Oats,,"en:gluten,fr:Avoine",false,skipped_complete,False,100.0,"categories: extracted primary 'Rolled Oats' from 'Plant-based foods and beverages,Plant-based foods,Breakfasts'",,"categories: extracted primary 'Rolled Oats' from 'Plant-based foods and beverages,Plant-based foods,Breakfasts'",,,,100.0
3229820129488,"Muesli Raisin, Figue, Abricot",Bjorg,Mueslis Aux Fruits,"Flocons d'avoine* complète, Flocons de blé* complet, Raisins 8% (raisins*, huile de tournesol*), Figues* séchées 8% (figues*, farine de riz*), Flocons d'épeautre* complet, Pétales de maïs*, Dattes* 4 % (dattes*, farine de riz*), Abricots* secs 3% (abricots*, farine de riz*), Graines de tournesol*, P",1.0,"Muesli Raisin, Figue, Abricot",Bjorg,375 g,Mueslis Aux Fruits,en:gluten,"Flocons d'avoine* complète, Flocons de blé* complet, Raisins 8% (raisins*, huile de tournesol*), Figues* séchées 8% (figues*, farine de riz*), Flocons d'épeautre* complet, Pétales de maïs*, Dattes* 4 % (dattes*, farine de riz*), Abricots* secs 3% (abricots*, farine de riz*), Graines de tournesol*, Pétales d'épeautre* complet, Graines de lin*, Graines de courge*.
 Peut contenir des traces de lait, de fruits à coque, de graines de sésame et de soja. *Ingrédients biologiques.",a,"Bio,Ecocert,Bio européen,Agriculture non UE,Source de fibres alimentaires,Entreprise B certifiée,DE-ÖKO-001,Agriculture UE,Agriculture UE/Non UE,FR-BIO-01,GB-ORG-05,Riche en fibres,Sans sucre ajouté,en:Planet-Score,AB Agriculture Biologique,Céréales complètes,Planet Score A","Muesli Raisin, Figue, Abricot",Bjorg,Mueslis Aux Fruits,,en:gluten,false,skipped_complete,False,100.0,"categories: extracted primary 'Mueslis Aux Fruits' from 'Aliments et boissons à base de végétaux,Aliments d'origine v'",,"categories: extracted primary 'Mueslis Aux Fruits' from 'Aliments et boissons à base de végétaux,Aliments d'origine v'",,,,100.0
3387390123210,NESTLE CHOCAPIC Céréales 375g,"Nestlé, Chocapic",Céréales Pour Petit Déjeuner Riches En Fibres,"Farine de BLÉ complet 29,9 %, sirop de glucose, sucre, LAIT écrémé en poudre, sirop de sucre inverti, humectant : glycérol ; chocolat au LAIT 5,2 % (sucre, LAIT écrémé en poudre, beurre de cacao*, pâte de cacao*, matière grasse de LAIT, émulsifiants : lécithine de SOJA, polyricinoléate de polyglycér",0.6875,NESTLE CHOCAPIC Céréales 375g,"Nestlé, Chocapic",375 g,Céréales Pour Petit Déjeuner Riches En Fibres,"en:gluten,en:milk,en:soybeans","Farine de BLÉ complet 29,9 %, sirop de glucose, sucre, LAIT écrémé en poudre, sirop de sucre inverti, humectant : glycérol ; chocolat au LAIT 5,2 % (sucre, LAIT écrémé en poudre, beurre de cacao*, pâte de cacao*, matière grasse de LAIT, émulsifiants : lécithine de SOJA, polyricinoléate de polyglycérol ; arôme naturel de vanille) ; huile de tournesol, flocons d'AVOINE complète 4,3 %, matière grasse végétale (coco), carbonate de calcium, fructo-oligosaccharides, maltodextrine, semoule de maïs, farine de BLÉ, arômes naturels, farine de riz, cacao en poudre*, cacao maigre en poudre*, beurre de cacao*, sel, émulsifiant : lécithines ; antioxydant : extrait riche en tocophérols ; sirop de sucre caramélisé, colorant : caroténoïdes ; vitamines B3, B5, B9, B6, B2. Peut contenir des FRUITS À COQUE. *Bilan massique certifié Rainforest Alliance. www.ra.org/fr.",b,"Fabriqué en France,Nutriscore,Nutriscore A,Rainforest Alliance,Triman",NESTLE CHOCAPIC Céréales 375g,"Nestlé, Chocapic",Céréales Pour Petit Déjeuner Riches En Fibres,,"en:gluten,en:milk,en:soybeans",false,skipped_complete,False,100.0,"categories: extracted primary 'Céréales Pour Petit Déjeuner Riches En Fibres' from 'Aliments et boissons à base de végétaux,Aliments d'origine v'",,"categories: extracted primary 'Céréales Pour Petit Déjeuner Riches En Fibres' from 'Aliments et boissons à base de végétaux,Aliments d'origine v'",,,,100.0
5053990161966,Pringles Texas BBQ,Pringles,Stacked Extruded Potato Crisps,"Dehydrated potatoes, vegetable oils (sunflower, palm, corn) in varying proportions, wheat flour, corn flour, rice flour, barbecue seasoning (sugar, lactose {milk}, salt, onion powder, flavour enhancers {monosodium glutamate, disodium 5'-ribonucleotides}, tomato powder, paprika powder, yeast extract,",0.7,Pringles Texas BBQ,Pringles,165 g,Stacked Extruded Potato Crisps,en:milk,"Dehydrated potatoes, vegetable oils (sunflower, palm, corn) in varying proportions, wheat flour, corn flour, rice flour, barbecue seasoning (sugar, lactose {milk}, salt, onion powder, flavour enhancers {monosodium glutamate, disodium 5'-ribonucleotides}, tomato powder, paprika powder, yeast extract, flavourings, smoke flavourings, carob powder, acidity regulator {sodium diacetate}, acids {malic acid, citric acid}, garlic powder, sunflower oil, corn starch, colour {paprika extract}, maltodextrin), maltodextrin, emulsifier (E471), salt, colour (annatto norbixin)",d,"Vegetarian,Halal Food Authority",Pringles Texas BBQ,Pringles,Stacked Extruded Potato Crisps,,en:milk,false,skipped_complete,False,100.0,"categories: extracted primary 'Stacked Extruded Potato Crisps' from 'Snacks, Salty snacks, Appetizers, Chips and fries, Crisps, S'",,"categories: extracted primary 'Stacked Extruded Potato Crisps' from 'Snacks, Salty snacks, Appetizers, Chips and fries, Crisps, S'",,,,100.0
3497917000136,Chips Paysanne,Brets,Nl:Zoute-Snacks,"potatoes (france) (64%), sunflower oil (35%), guérande salt (1,0%),",0.975,Chips Paysanne,Brets,250 g,Nl:Zoute-Snacks,nan,"potatoes (france) (64%), sunflower oil (35%), guérande salt (1,0%),",c,"sans-gluten, nutriscore, nutriscore-c, produit-en-bretagne, en:entrepreneurs-+-engagés, nl:geproduceerd-in-bretagne, nl:geproduceerd-in-frankrijk, nl:glutenvrij, nl:vegetarisch",Chips Paysanne,Brets,Snack,,,false,success,True,90.0,"categories: extracted primary 'Nl:Zoute-Snacks' from 'aliments-et-boissons-à-base-de-végétaux, aliments-d'origine-'",,"categories: extracted primary 'Nl:Zoute-Snacks' from 'aliments-et-boissons-à-base-de-végétaux, aliments-d'origine-'",,,,90.0
5053990161607,Pringles Paprika,Pringles,Stacked Extruded Potato Crisps,"Cartofi deshidratați, uleiuri vegetale (floarea soarelui, palmier, porumb) în proporții variate, făină de grâu, făină de porumb, făină de orez, condiment cu aromă de paprika (zahăr, boia de ardei, potențiator de aromă {glutamat monosodic, guanilat disodic, inozinat disodic}, dextroză, drojdie uscată",0.7875,Pringles Paprika,Pringles,40 g,Stacked Extruded Potato Crisps,"en:gluten,en:milk","Cartofi deshidratați, uleiuri vegetale (floarea soarelui, palmier, porumb) în proporții variate, făină de grâu, făină de porumb, făină de orez, condiment cu aromă de paprika (zahăr, boia de ardei, potențiator de aromă {glutamat monosodic, guanilat disodic, inozinat disodic}, dextroză, drojdie uscată, ceapă pudră, sare, concentrat de supă - granule {sare, proteină vegetală hidrolizată, ulei de floarea soarelui}, arome, usturoi pudră, colorant {extract de ardei roșu}, acidifianți {acid citric}, pudră de zer dulce {lapte}), maltodextrină, emulsificator {E471}, sare, colorant (annato norbixină).",c,"Vegetarian, Triman",Pringles Paprika,Pringles,Stacked Extruded Potato Crisps,,"en:gluten,en:milk",false,skipped_complete,False,100.0,"categories: extracted primary 'Stacked Extruded Potato Crisps' from 'Snacks, Salty snacks, Appetizers, Chips and fries, Crisps, S'",,"categories: extracted primary 'Stacked Extruded Potato Crisps' from 'Snacks, Salty snacks, Appetizers, Chips and fries, Crisps, S'",,,,100.0
5410041143508,Gout Bacon,Tuc,Zoute Sticks,"Farine de blé, huile de tournesol 17 %, extrait de malt d'orge, sirop de glucose, poudre à lever (carbonates d'ammonium, carbonates de sodium), sel, oeufs, arômes (contient lait, arôme bacon, arôme de fumée), exhausteurs de goût (glutamate monosodique, guanylate disodique, inosinate disodique), agen",0.9,Gout Bacon,Tuc,100 g,Zoute Sticks,"en:eggs,en:gluten,en:milk,en:sulphur-dioxide-and-sulphites","Farine de blé, huile de tournesol 17 %, extrait de malt d'orge, sirop de glucose, poudre à lever (carbonates d'ammonium, carbonates de sodium), sel, oeufs, arômes (contient lait, arôme bacon, arôme de fumée), exhausteurs de goût (glutamate monosodique, guanylate disodique, inosinate disodique), agent de traitement de la farine (sulfite de sodium), jus concentré de carotte noire, colorants (E120, E160c), émulsifiant (lécithine de tournesol).",e,"Ponto Verde,Com óleo de girassol,Triman",Gout Bacon,Tuc,Zoute Sticks,,"en:eggs,en:gluten,en:milk,en:sulphur-dioxide-and-sulphites",false,skipped_complete,False,100.0,"categories: extracted primary 'Zoute Sticks' from 'Aperitiefhapjes, chips, snacks, Zoute snacks, Zoute sticks'",,"categories: extracted primary 'Zoute Sticks' from 'Aperitiefhapjes, chips, snacks, Zoute snacks, Zoute sticks'",,,,100.0
5053990127665,Pringles Hot & Spicy,Pringles,Stacked Extruded Potato Crisps,"Pommes de terre déshydratées, huiles végétales (tournesol, maïs), farine de riz, amidon de BLÉ, farine de maïs, assaisonnement piment et épices (épices, sucre, exhausteurs de goût {glutamate monosodique, guanylate disodique, inosinate disodique}, bouillon en granulés (sel, protéine végétale hydrolys",0.8,Pringles Hot & Spicy,Pringles,165 g,Stacked Extruded Potato Crisps,"en:gluten,en:milk","Pommes de terre déshydratées, huiles végétales (tournesol, maïs), farine de riz, amidon de BLÉ, farine de maïs, assaisonnement piment et épices (épices, sucre, exhausteurs de goût {glutamate monosodique, guanylate disodique, inosinate disodique}, bouillon en granulés (sel, protéine végétale hydrolysée, huile de tournesol), tomate en poudre, arômes, extrait de levure, lactosérum en poudre {LAIT}, dextrose, amidon modifié de maïs, sirop de glucose, acidifiants {acide citrique,acide lactique}, protéines de LAIT, oignon en poudre, extrait de piment jalapeno, paprika en poudre, piment en poudre, ail en poudre, colorant {extrait de paprika}, correcteur d'acidité {lactate de calcium}, arômes de fumée), émulsifiant (E471), maltodextrine, sel, colorant (rocou).",d,Vegetarian,Pringles Hot & Spicy,Pringles,Stacked Extruded Potato Crisps,,"en:gluten,en:milk",false,skipped_complete,False,100.0,"categories: extracted primary 'Stacked Extruded Potato Crisps' from 'Snacks, Salty snacks, Appetizers, Chips and fries, Crisps, S'",,"categories: extracted primary 'Stacked Extruded Potato Crisps' from 'Snacks, Salty snacks, Appetizers, Chips and fries, Crisps, S'",,,,100.0
5449000054227,Cocacola original taste,Coca-Cola,Sweetened Beverages,"Water, fructose - glucose syrup, carbon dioxide, colorant: e150d, acid: phosphoric acid, natural flavorings (including caffeine).",0.875,Cocacola original taste,Coca-Cola,1 l,Sweetened Beverages,nan,"Water, fructose - glucose syrup, carbon dioxide, colorant: e150d, acid: phosphoric acid, natural flavorings (including caffeine).",d,"Green Dot,Made in Portugal,pt:Ecoponto amarelo",Coca-Cola Original Taste,Coca-Cola,Beverage,,,false,success,True,90.0,"categories: extracted primary 'Sweetened Beverages' from 'Beverages and beverages preparations,Beverages,Carbonated dr'",,"categories: extracted primary 'Sweetened Beverages' from 'Beverages and beverages preparations,Beverages,Carbonated dr'",,,,90.0
5449000214799,Coke Zero,Coca-Cola,Sodas Au Cola Light,"carbonated water, colouring (e150d), acidifier (phosphoric acid), sweeteners (aspartame, acesulfame-k), natural flavors, caffeine aroma, acidity regulator (sodium citrates)",1.0,Coke Zero,Coca-Cola,330 ml,Sodas Au Cola Light,nan,"carbonated water, colouring (e150d), acidifier (phosphoric acid), sweeteners (aspartame, acesulfame-k), natural flavors, caffeine aroma, acidity regulator (sodium citrates)",c,"Kascher,Fabriqué en France,Arômes naturels,Sans matière grasse hydrogénée,Triman",Coke Zero,Coca-Cola,Beverage,sugar-free,,false,success,True,90.0,"categories: extracted primary 'Sodas Au Cola Light' from 'Boissons et préparations de boissons,Boissons,Boissons gazeu'",,"categories: extracted primary 'Sodas Au Cola Light' from 'Boissons et préparations de boissons,Boissons,Boissons gazeu'",,,,90.0
9990000000001,CHEERIOS,Cheerios,Breakfast Cereals,"Whole grain oats, corn starch, sugar, salt, tripotassium phosphate, vitamin e (mixed tocopherols) added to preserve freshness,vitamins and minerals: calcium carbonate, iron and zinc (mineral nutrients), vitamin c (sodium ascorbate), a b vitamin (niacinamide), vitamin b6 (pyridoxine hydrochloride), v",0.75,CHEERIOS,Cheerios,510 g,Breakfast Cereals,"en:gluten,en:Corn","Whole grain oats, corn starch, sugar, salt, tripotassium phosphate, vitamin e (mixed tocopherols) added to preserve freshness,vitamins and minerals: calcium carbonate, iron and zinc (mineral nutrients), vitamin c (sodium ascorbate), a b vitamin (niacinamide), vitamin b6 (pyridoxine hydrochloride), vitamin a (palmitate), vitamin b1 (thiamin mononitrate), a b vitamin (folic acid), vitamin b12, vitamin d3",c,"Kosher, en:Orthodox Union Kosher, en:vitamin-b12-source",CHEERIOS,Cheerios,Breakfast Cereals,,"en:gluten,en:Corn",false,skipped_dup,False,100.0,"brands: '  Cheerios  ' -> 'Cheerios'; quantity: '510g' -> '510 g'; categories: extracted primary 'Breakfast Cereals' from 'Plant-based foods and beverages,Plant-based foods,Breakfasts'",,"brands: '  Cheerios  ' -> 'Cheerios'; quantity: '510g' -> '510 g'; categories: extracted primary 'Breakfast Cereals' from 'Plant-based foods and beverages,Plant-based foods,Breakfasts'",0.0,False,94.21686553955078,100.0
9990000000002,Hazelnut Spread With Cocoa,Nutella,Cocoa And Hazelnuts Spreads,"sugar, palm oil, hazelnuts, skim milk, cocoa, lecithin as emulsifier (soy), vanillin: an artificial flavor,",0.8,Hazelnut Spread With Cocoa,Nutella,13 oz,Cocoa And Hazelnuts Spreads,"en:milk,en:nuts,en:soybeans","sugar, palm oil, hazelnuts, skim milk, cocoa, lecithin as emulsifier (soy), vanillin: an artificial flavor,",e,No gluten,Hazelnut Spread With Cocoa,Nutella,Cocoa And Hazelnuts Spreads,,"en:milk,en:nuts,en:soybeans",false,skipped_dup,False,100.0,"product_name: 'hazelnut spread with cocoa' -> 'Hazelnut Spread With Cocoa'; brands: 'NUTELLA,' -> 'Nutella'; categories: extracted primary 'Cocoa And Hazelnuts Spreads' from 'Plant-based foods and beverages, Plant-based foods, Breakfas'",,"product_name: 'hazelnut spread with cocoa' -> 'Hazelnut Spread With Cocoa'; brands: 'NUTELLA,' -> 'Nutella'; categories: extracted primary 'Cocoa And Hazelnuts Spreads' from 'Plant-based foods and beverages, Plant-based foods, Breakfas'",1.0,False,90.54393005371094,100.0
